Gene	numberofposfactors	txids	interpolyAdist
FBgn0010113	2	FBtr0085619,FBtr0085620,FBtr0085621_FBtr0330311	10289
FBgn0015222	2	FBtr0306587,FBtr0332170,FBtr0344763_FBtr0085632,FBtr0085633,FBtr0085634,FBtr0085635,FBtr0306588,FBtr0085631	229
FBgn0015221	2	FBtr0085622_FBtr0085623,FBtr0085624,FBtr0332168,FBtr0332169	175
FBgn0039764	2	FBtr0085629_FBtr0346511	171
FBgn0039767	2	FBtr0339142_FBtr0085627	233
FBgn0039770	2	FBtr0113310_FBtr0339141	134
FBgn0028646	2	FBtr0085695_FBtr0085694,FBtr0330290,FBtr0085693,FBtr0085692,FBtr0306586	430
FBgn0039773	2	FBtr0085691_FBtr0331358	520
FBgn0054041	2	FBtr0304737_FBtr0332434,FBtr0332435	1271
FBgn0027654	2	FBtr0085683_FBtr0085681,FBtr0085682	2331
FBgn0082582	2	FBtr0336446_FBtr0085658,FBtr0085659,FBtr0085660,FBtr0085661,FBtr0085662,FBtr0085663,FBtr0113483,FBtr0302110,FBtr0302111,FBtr0302112,FBtr0302600,FBtr0302601,FBtr0306685,FBtr0306686,FBtr0306687,FBtr0336447	2628
FBgn0039790	2	FBtr0302313,FBtr0335443,FBtr0335444_FBtr0302606,FBtr0302607,FBtr0085676,FBtr0085677,FBtr0085678,FBtr0302609,FBtr0302610,FBtr0335445,FBtr0085673,FBtr0085674,FBtr0085675,FBtr0302605,FBtr0302608	140
FBgn0051016	2	FBtr0335440_FBtr0300962	2290
FBgn0039796	2	FBtr0335455_FBtr0085728	491
FBgn0039797	2	FBtr0085699_FBtr0339513	55
FBgn0004606	2	FBtr0085702_FBtr0085701,FBtr0331180	2025
FBgn0027598	2	FBtr0085705,FBtr0085706,FBtr0310069,FBtr0310070,FBtr0310071,FBtr0310072,FBtr0085704,FBtr0310068_FBtr0085707,FBtr0310424	446
FBgn0039808	2	FBtr0344715,FBtr0346758_FBtr0344716,FBtr0346757	485
FBgn0020912	2	FBtr0089389,FBtr0330094_FBtr0089391	531
FBgn0004573	2	FBtr0085746_FBtr0334508	906
FBgn0002413	2	FBtr0085742,FBtr0085743,FBtr0085744_FBtr0334548	1101
FBgn0051004	2	FBtr0085779,FBtr0085780,FBtr0300961_FBtr0344066,FBtr0300960	1194
FBgn0039830	2	FBtr0306237_FBtr0305122,FBtr0085774,FBtr0085773,FBtr0305121,FBtr0085772	625
FBgn0039831	3	FBtr0085758_FBtr0113312,FBtr0335409_FBtr0335408	NA
FBgn0019990	2	FBtr0334551,FBtr0334552_FBtr0085787	453
FBgn0039846	2	FBtr0085812,FBtr0334553,FBtr0085811_FBtr0300881	277
FBgn0261988	2	FBtr0334555_FBtr0085788	1097
FBgn0039858	2	FBtr0085803,FBtr0085800,FBtr0085802,FBtr0085799_FBtr0333328	2161
FBgn0011655	2	FBtr0085815,FBtr0085816_FBtr0337030	175
FBgn0039861	2	FBtr0085820,FBtr0337031_FBtr0337032	743
FBgn0003870	2	FBtr0085826,FBtr0085828,FBtr0085830,FBtr0303228_FBtr0085825,FBtr0085827,FBtr0085829,FBtr0303227	2624
FBgn0039875	2	FBtr0085842_FBtr0330113	380
FBgn0005632	3	FBtr0085844_FBtr0085843,FBtr0307547,FBtr0307548,FBtr0339188,FBtr0339189_FBtr0307550	NA
FBgn0039877	2	FBtr0307552,FBtr0085856,FBtr0085855_FBtr0307551	354
FBgn0039881	2	FBtr0085847_FBtr0305131,FBtr0344004	30
FBgn0039883	3	FBtr0302179_FBtr0302180,FBtr0304594,FBtr0309829,FBtr0343539_FBtr0302181,FBtr0304595,FBtr0343538	NA
FBgn0011224	5	FBtr0300265,FBtr0112865,FBtr0300264,FBtr0300270,FBtr0085878,FBtr0346192_FBtr0085880,FBtr0300267,FBtr0300268,FBtr0085888,FBtr0306693,FBtr0300266,FBtr0085887,FBtr0085879,FBtr0085882,FBtr0085883,FBtr0085884,FBtr0085885,FBtr0085886,FBtr0306692_FBtr0085881,FBtr0300263_FBtr0112864_FBtr0300269,FBtr0112866	NA
FBgn0039887	2	FBtr0085873_FBtr0344005	143
FBgn0040206	2	FBtr0305268_FBtr0085877	3293
FBgn0002645	3	FBtr0085875_FBtr0085876_FBtr0334299	NA
FBgn0025740	2	FBtr0089179_FBtr0308297	334
FBgn0017545	2	FBtr0089175,FBtr0089176_FBtr0308296	972
FBgn0085432	5	FBtr0100246_FBtr0089159,FBtr0334301_FBtr0100245_FBtr0089161,FBtr0089162,FBtr0112657,FBtr0308615_FBtr0309803	NA
FBgn0011747	2	FBtr0089173,FBtr0089171,FBtr0089172_FBtr0300497	1315
FBgn0052000	2	FBtr0089445,FBtr0089446,FBtr0089447,FBtr0089450_FBtr0089448,FBtr0089449,FBtr0089451,FBtr0113417,FBtr0333161	3040
FBgn0051997	2	FBtr0089154_FBtr0345283	63
FBgn0053978	2	FBtr0310436,FBtr0308251_FBtr0310437,FBtr0334300,FBtr0310435	8970
FBgn0039889	2	FBtr0089153,FBtr0333677_FBtr0308248	90
FBgn0039890	2	FBtr0308247,FBtr0089149,FBtr0089150,FBtr0089146,FBtr0089147_FBtr0089148	149
FBgn0051998	2	FBtr0089145_FBtr0308249	1017
FBgn0039897	2	FBtr0089119_FBtr0089116,FBtr0300796,FBtr0300797,FBtr0300798,FBtr0300799,FBtr0300800,FBtr0308086,FBtr0308087,FBtr0333671	4585
FBgn0259216	4	FBtr0299722_FBtr0299723_FBtr0334407_FBtr0308691	NA
FBgn0042696	2	FBtr0089141_FBtr0333678	139
FBgn0026777	2	FBtr0089121,FBtr0089122_FBtr0333679	520
FBgn0052850	2	FBtr0089123_FBtr0333680	10002
FBgn0259214	5	FBtr0300559_FBtr0300558_FBtr0304050_FBtr0300554,FBtr0300555,FBtr0300556,FBtr0300557,FBtr0304047,FBtr0304049,FBtr0304046_FBtr0304048	NA
FBgn0039904	3	FBtr0089126,FBtr0307379,FBtr0334479_FBtr0089125_FBtr0345284	NA
FBgn0039908	3	FBtr0300343,FBtr0332904,FBtr0332908,FBtr0332907,FBtr0344869_FBtr0300342,FBtr0332905,FBtr0300344_FBtr0332906	NA
FBgn0004607	3	FBtr0332913_FBtr0089070_FBtr0307167	NA
FBgn0026869	3	FBtr0089106_FBtr0333706_FBtr0345197	NA
FBgn0022361	2	FBtr0089994,FBtr0089995,FBtr0089996,FBtr0310639_FBtr0089993,FBtr0310638,FBtr0310640	1326
FBgn0040324	2	FBtr0089075,FBtr0089076_FBtr0089077	1979
FBgn0025936	4	FBtr0089085_FBtr0301285_FBtr0089082,FBtr0089083,FBtr0089084_FBtr0089086	NA
FBgn0051992	2	FBtr0089097,FBtr0089100,FBtr0089101,FBtr0089096,FBtr0310543_FBtr0310542	930
FBgn0039920	3	FBtr0310540,FBtr0310541_FBtr0089091_FBtr0310539	NA
FBgn0026199	3	FBtr0089094_FBtr0089092_FBtr0089095	NA
FBgn0005666	2	FBtr0089793,FBtr0301340,FBtr0334482,FBtr0344988_FBtr0334483	393
FBgn0039936	2	FBtr0300882,FBtr0300884,FBtr0300885_FBtr0300886	1684
FBgn0025726	2	FBtr0089247,FBtr0308806,FBtr0089245,FBtr0089246,FBtr0334487,FBtr0344971_FBtr0308805	3106
FBgn0019985	3	FBtr0332859_FBtr0089184,FBtr0344897_FBtr0332858	NA
FBgn0019650	2	FBtr0089185_FBtr0339509	1634
FBgn0025741	3	FBtr0089224_FBtr0089223,FBtr0089225_FBtr0309865	NA
FBgn0010217	2	FBtr0089186,FBtr0333672_FBtr0344754	360
FBgn0264607	2	FBtr0300377,FBtr0300379_FBtr0089218,FBtr0089219,FBtr0300378,FBtr0089217,FBtr0100146,FBtr0100147,FBtr0100148,FBtr0333673,FBtr0333674,FBtr0333675	1867
FBgn0087002	2	FBtr0089188,FBtr0345296,FBtr0345297_FBtr0334627	1069
FBgn0005561	2	FBtr0100344,FBtr0100345_FBtr0089327,FBtr0089328,FBtr0100342,FBtr0100346,FBtr0301563	2343
FBgn0039928	3	FBtr0089207,FBtr0333700_FBtr0089208_FBtr0345193	NA
FBgn0013749	2	FBtr0333699_FBtr0089192	212
FBgn0039927	3	FBtr0089194_FBtr0089195_FBtr0333701	NA
FBgn0250819	3	FBtr0091472,FBtr0334661_FBtr0091470_FBtr0091473	NA
FBgn0263112	2	FBtr0307327,FBtr0307328_FBtr0307326,FBtr0307329	1017
FBgn0027101	2	FBtr0100402,FBtr0100404_FBtr0100406	648
FBgn0025836	2	FBtr0302200,FBtr0340055_FBtr0112919,FBtr0112920,FBtr0340053,FBtr0340054	1294
FBgn0029128	3	FBtr0100135_FBtr0100136,FBtr0340057,FBtr0345993,FBtr0345994_FBtr0340056	NA
FBgn0040373	2	FBtr0070107,FBtr0070108_FBtr0340207	107
FBgn0040372	2	FBtr0070063_FBtr0332992	637
FBgn0000316	2	FBtr0070064_FBtr0070065	56
FBgn0029518	2	FBtr0308207_FBtr0332988,FBtr0332989	349
FBgn0005427	2	FBtr0089441,FBtr0308208,FBtr0308209,FBtr0332976,FBtr0332977,FBtr0332978_FBtr0089442,FBtr0100577,FBtr0100578,FBtr0100579,FBtr0100580,FBtr0100581,FBtr0100582	1083
FBgn0024989	2	FBtr0070066,FBtr0070067,FBtr0070068,FBtr0344149_FBtr0342962	302
FBgn0040370	2	FBtr0070103,FBtr0342963_FBtr0300326	3221
FBgn0029524	3	FBtr0336921_FBtr0070078_FBtr0336920,FBtr0343501	NA
FBgn0004648	4	FBtr0070085,FBtr0070086,FBtr0340146,FBtr0344737_FBtr0290017_FBtr0344739_FBtr0070081,FBtr0070084,FBtr0070087,FBtr0290016,FBtr0344738	NA
FBgn0260400	3	FBtr0070091,FBtr0114366_FBtr0100254_FBtr0307173	NA
FBgn0000108	2	FBtr0070109,FBtr0307292,FBtr0307293,FBtr0307295_FBtr0307291,FBtr0307294	914
FBgn0261930	2	FBtr0070110_FBtr0110929	332
FBgn0025633	2	FBtr0110791,FBtr0339430,FBtr0339433,FBtr0339432,FBtr0070161,FBtr0339431_FBtr0339434	25468
FBgn0025638	2	FBtr0070122_FBtr0308651,FBtr0343564	449
FBgn0025639	2	FBtr0308652_FBtr0070151	408
FBgn0027343	2	FBtr0070138,FBtr0112928_FBtr0345511	920
FBgn0086368	2	FBtr0070139_FBtr0335403	169
FBgn0040344	2	FBtr0331303_FBtr0343361	279
FBgn0040350	2	FBtr0070185_FBtr0342734	467
FBgn0053082	2	FBtr0070174_FBtr0346795	1507
FBgn0040397	2	FBtr0070181,FBtr0331339,FBtr0331340_FBtr0113327	865
FBgn0040364	2	FBtr0070197,FBtr0310611_FBtr0345513	1057
FBgn0040361	2	FBtr0070199_FBtr0310612	153
FBgn0040366	2	FBtr0070250_FBtr0345522	1531
FBgn0261444	4	FBtr0330205,FBtr0347011,FBtr0308707_FBtr0330206,FBtr0330207,FBtr0346960_FBtr0070249_FBtr0336978	NA
FBgn0024365	2	FBtr0070235,FBtr0332287_FBtr0342738	264
FBgn0024987	2	FBtr0070215,FBtr0339772,FBtr0339773_FBtr0339774	580
FBgn0023169	2	FBtr0070216_FBtr0070217,FBtr0070218	39
FBgn0052813	2	FBtr0330318_FBtr0070219,FBtr0070222,FBtr0330317,FBtr0330319,FBtr0330320,FBtr0342735,FBtr0342736,FBtr0342737	365
FBgn0259108	2	FBtr0112628,FBtr0307598_FBtr0307597	2319
FBgn0266284	2	FBtr0070297_FBtr0339578	136
FBgn0025394	2	FBtr0339590_FBtr0070260,FBtr0339591	478
FBgn0053513	3	FBtr0301844_FBtr0301843,FBtr0091453,FBtr0301842,FBtr0070288,FBtr0091454_FBtr0339592	NA
FBgn0025390	2	FBtr0070284,FBtr0343517_FBtr0303587	28725
FBgn0000210	4	FBtr0070262,FBtr0070266,FBtr0303563,FBtr0303564,FBtr0308319_FBtr0070261,FBtr0070263,FBtr0300427,FBtr0300428,FBtr0330406,FBtr0332293_FBtr0300429_FBtr0070265,FBtr0303562	NA
FBgn0001189	2	FBtr0070270_FBtr0333115	498
FBgn0023531	4	FBtr0308322_FBtr0089815,FBtr0330408_FBtr0308321,FBtr0308323,FBtr0308324,FBtr0333118,FBtr0333119,FBtr0333120_FBtr0333117	NA
FBgn0025378	2	FBtr0070278_FBtr0344154	132
FBgn0025391	2	FBtr0302175,FBtr0070277_FBtr0302174,FBtr0345509	9933
FBgn0261548	3	FBtr0302657_FBtr0302654,FBtr0302655,FBtr0302656,FBtr0302658,FBtr0309966,FBtr0309967,FBtr0309968,FBtr0309969_FBtr0302659,FBtr0332901	NA
FBgn0026086	3	FBtr0309962,FBtr0339273,FBtr0339274,FBtr0309963,FBtr0309965,FBtr0305497_FBtr0070299,FBtr0100557,FBtr0305498,FBtr0307895,FBtr0309961_FBtr0070300,FBtr0305499,FBtr0339272	NA
FBgn0026090	2	FBtr0070372_FBtr0333511	82
FBgn0023515	2	FBtr0070369,FBtr0070370_FBtr0339494	126
FBgn0026089	2	FBtr0070365_FBtr0345510	412
FBgn0023519	2	FBtr0070314_FBtr0332579	207
FBgn0023511	2	FBtr0070354,FBtr0070353_FBtr0305583,FBtr0332580,FBtr0070352	618
FBgn0023510	2	FBtr0070316_FBtr0344155	651
FBgn0023512	2	FBtr0070350_FBtr0070351	150
FBgn0264562	2	FBtr0333337,FBtr0333338,FBtr0333339,FBtr0333340,FBtr0333341,FBtr0333342,FBtr0333343,FBtr0333344_FBtr0333345	2494
FBgn0261954	3	FBtr0070326,FBtr0307289,FBtr0343522_FBtr0303046,FBtr0303047_FBtr0307290	NA
FBgn0000667	3	FBtr0303048,FBtr0310658,FBtr0333801,FBtr0333802,FBtr0310659,FBtr0070343,FBtr0070344_FBtr0310657_FBtr0070345	NA
FBgn0026878	2	FBtr0070342_FBtr0310443	314
FBgn0040395	2	FBtr0070376,FBtr0070377,FBtr0333755_FBtr0333754	855
FBgn0000382	2	FBtr0070378,FBtr0070380_FBtr0070379,FBtr0333260	2037
FBgn0004655	2	FBtr0070430,FBtr0070429_FBtr0344159	171
FBgn0025839	2	FBtr0070386_FBtr0343049	295
FBgn0040900	2	FBtr0290085_FBtr0342764	119
FBgn0053548	2	FBtr0070422,FBtr0342772,FBtr0070421_FBtr0345599	345
FBgn0003048	2	FBtr0344153_FBtr0332381,FBtr0342766	84
FBgn0001330	2	FBtr0342769_FBtr0070419	186
FBgn0023528	2	FBtr0345315,FBtr0070412,FBtr0300793_FBtr0346648	334
FBgn0023529	2	FBtr0070411_FBtr0300792	277
FBgn0023526	2	FBtr0070408_FBtr0332962	3495
FBgn0003159	2	FBtr0070402,FBtr0307285,FBtr0343597_FBtr0070404,FBtr0070403,FBtr0307284	317
FBgn0264598	5	FBtr0333527_FBtr0333526,FBtr0333528_FBtr0333533_FBtr0333529,FBtr0333531,FBtr0333532_FBtr0333530	NA
FBgn0261451	3	FBtr0342807_FBtr0342823_FBtr0342805,FBtr0342810,FBtr0342806,FBtr0342808,FBtr0342809,FBtr0342811,FBtr0342812,FBtr0342813,FBtr0342814,FBtr0342815,FBtr0342816,FBtr0342817,FBtr0342818,FBtr0342819,FBtr0342820,FBtr0342821,FBtr0342822,FBtr0342824,FBtr0342825,FBtr0342826	NA
FBgn0260753	2	FBtr0308565,FBtr0070436_FBtr0340084,FBtr0340085	1629
FBgn0040066	2	FBtr0070438_FBtr0308566	339
FBgn0001404	2	FBtr0070439,FBtr0340091_FBtr0070440	484
FBgn0011606	2	FBtr0340093_FBtr0070448	288
FBgn0040334	2	FBtr0070445_FBtr0307159	518
FBgn0267350	2	FBtr0307158_FBtr0331587	319
FBgn0003371	5	FBtr0302185_FBtr0070475,FBtr0070476,FBtr0301966,FBtr0070466,FBtr0070468,FBtr0070470,FBtr0070471,FBtr0070472,FBtr0070473_FBtr0070469_FBtr0070467,FBtr0070474,FBtr0112828,FBtr0331751,FBtr0331752_FBtr0331753	NA
FBgn0024992	2	FBtr0070502_FBtr0345716	331
FBgn0024993	2	FBtr0070478_FBtr0345709	120
FBgn0250874	2	FBtr0070497_FBtr0347024	140
FBgn0028369	2	FBtr0070559,FBtr0070560,FBtr0309498,FBtr0309499,FBtr0309500,FBtr0332492_FBtr0309501	1741
FBgn0040355	2	FBtr0113325_FBtr0070546	268
FBgn0025643	2	FBtr0301059,FBtr0301060,FBtr0301061_FBtr0301058,FBtr0332426	958
FBgn0029648	2	FBtr0070558_FBtr0332493	172
FBgn0003285	2	FBtr0070562_FBtr0343758	1433
FBgn0004647	2	FBtr0304659_FBtr0070507	539
FBgn0028746	2	FBtr0070543_FBtr0345708	186
FBgn0000479	2	FBtr0070509,FBtr0070511,FBtr0070512,FBtr0070513,FBtr0070515,FBtr0070517,FBtr0070518,FBtr0070520,FBtr0070521,FBtr0070522_FBtr0070519,FBtr0333312,FBtr0333313,FBtr0333314,FBtr0333315,FBtr0333316,FBtr0333317	4440
FBgn0262656	2	FBtr0070525_FBtr0331605	5686
FBgn0029657	3	FBtr0332304,FBtr0070534,FBtr0332302_FBtr0332303_FBtr0344078	NA
FBgn0029663	2	FBtr0070591,FBtr0070592,FBtr0114487_FBtr0344077	226
FBgn0029666	2	FBtr0070569,FBtr0331610,FBtr0331611_FBtr0331612,FBtr0332285	2010
FBgn0029667	2	FBtr0070589_FBtr0343540,FBtr0344969	423
FBgn0052791	2	FBtr0070588,FBtr0333794_FBtr0333795	4092
FBgn0029672	2	FBtr0070586,FBtr0070587_FBtr0333793	265
FBgn0023216	2	FBtr0307279_FBtr0307280	64
FBgn0023215	2	FBtr0070578,FBtr0070579,FBtr0301821,FBtr0301824,FBtr0301825_FBtr0301822,FBtr0301823,FBtr0307277,FBtr0307278,FBtr0343578	892
FBgn0015286	2	FBtr0070582,FBtr0070583_FBtr0070584	374
FBgn0086899	5	FBtr0112680,FBtr0345319_FBtr0299583,FBtr0301659,FBtr0333752_FBtr0070596,FBtr0299579,FBtr0299581,FBtr0299582_FBtr0299580_FBtr0333751,FBtr0333753	NA
FBgn0028491	2	FBtr0070609,FBtr0070610,FBtr0340201,FBtr0340202_FBtr0070608	1562
FBgn0260658	3	FBtr0301099_FBtr0301100,FBtr0332389_FBtr0332388	NA
FBgn0029685	2	FBtr0070627,FBtr0332387_FBtr0345712	156
FBgn0029686	2	FBtr0070613_FBtr0345711	576
FBgn0029687	2	FBtr0070616,FBtr0070617_FBtr0070618,FBtr0342739	1356
FBgn0263772	4	FBtr0310492,FBtr0310493_FBtr0310491_FBtr0310494,FBtr0310495_FBtr0339681	NA
FBgn0029693	2	FBtr0070671_FBtr0343297	326
FBgn0026084	2	FBtr0070639,FBtr0070640,FBtr0343425_FBtr0070641,FBtr0307206	345
FBgn0026085	2	FBtr0333184_FBtr0333183	59
FBgn0026083	4	FBtr0300931,FBtr0305181,FBtr0305182_FBtr0070643,FBtr0305185_FBtr0301124,FBtr0305179,FBtr0305180,FBtr0305183,FBtr0305184_FBtr0345713	NA
FBgn0000635	5	FBtr0070667_FBtr0070666_FBtr0343524_FBtr0070665,FBtr0336882,FBtr0343523_FBtr0336884	NA
FBgn0052774	2	FBtr0307050_FBtr0343573	29
FBgn0262608	2	FBtr0307049_FBtr0305282	84
FBgn0029703	2	FBtr0070658_FBtr0345705	35
FBgn0262738	2	FBtr0070650,FBtr0100670_FBtr0070651,FBtr0100671,FBtr0301475,FBtr0343599	529
FBgn0000179	2	FBtr0070672,FBtr0300608,FBtr0300609,FBtr0331162_FBtr0308914,FBtr0308915,FBtr0343569	1195
FBgn0029708	2	FBtr0070674_FBtr0308916	1624
FBgn0003210	2	FBtr0343568_FBtr0070702,FBtr0332290	381
FBgn0029709	2	FBtr0070675_FBtr0343566	68
FBgn0029711	2	FBtr0070701_FBtr0308917	663
FBgn0003053	2	FBtr0070680_FBtr0100265	1102
FBgn0025388	2	FBtr0300754_FBtr0300755	321
FBgn0022942	2	FBtr0070683_FBtr0070684	254
FBgn0029720	2	FBtr0300468_FBtr0070688,FBtr0332316	419
FBgn0022768	2	FBtr0070685_FBtr0343531	416
FBgn0011760	2	FBtr0070704,FBtr0070706_FBtr0070707,FBtr0307065	2578
FBgn0028325	2	FBtr0070708,FBtr0070709,FBtr0070710_FBtr0070711	142
FBgn0029723	2	FBtr0070713,FBtr0100551,FBtr0100552,FBtr0345320_FBtr0070714	743
FBgn0029728	3	FBtr0302037_FBtr0070731,FBtr0332312_FBtr0332313	NA
FBgn0260971	2	FBtr0301749,FBtr0345703_FBtr0345704	315
FBgn0052772	2	FBtr0300997,FBtr0342951_FBtr0342952,FBtr0343533	200
FBgn0029737	2	FBtr0343535_FBtr0070723	36
FBgn0266000	2	FBtr0345209,FBtr0343135,FBtr0343140,FBtr0343139,FBtr0343138,FBtr0343141,FBtr0343136,FBtr0343137_FBtr0343142	4986
FBgn0004368	3	FBtr0070725_FBtr0343529_FBtr0070724,FBtr0301793,FBtr0301794,FBtr0301796,FBtr0343528	NA
FBgn0003028	2	FBtr0070738,FBtr0100408_FBtr0070739,FBtr0070740,FBtr0301914	157
FBgn0052767	3	FBtr0300994_FBtr0300995,FBtr0302118,FBtr0302119,FBtr0331757_FBtr0331758	NA
FBgn0266098	2	FBtr0344650_FBtr0344647,FBtr0344648,FBtr0344649,FBtr0344651,FBtr0344652,FBtr0344668	3912
FBgn0261803	2	FBtr0303278_FBtr0303279,FBtr0340474	3394
FBgn0029761	4	FBtr0301950_FBtr0300467,FBtr0301949,FBtr0301951,FBtr0301952,FBtr0301954,FBtr0331602,FBtr0344555,FBtr0344557,FBtr0344558_FBtr0331603,FBtr0344556_FBtr0301953,FBtr0331604	NA
FBgn0263987	2	FBtr0308689,FBtr0308688,FBtr0070794_FBtr0070795	1441
FBgn0029763	2	FBtr0070772,FBtr0070773,FBtr0070775,FBtr0340461_FBtr0340462	313
FBgn0029768	2	FBtr0070778,FBtr0344824_FBtr0339781	472
FBgn0029769	2	FBtr0346263_FBtr0346264	1045
FBgn0263511	2	FBtr0070781_FBtr0340495	650
FBgn0259994	4	FBtr0300465,FBtr0336689,FBtr0336690_FBtr0300466_FBtr0310285_FBtr0310286	NA
FBgn0028474	2	FBtr0070799_FBtr0340463	97
FBgn0000394	2	FBtr0340464,FBtr0340465_FBtr0070804	311
FBgn0052758	3	FBtr0070843_FBtr0339525_FBtr0340670	NA
FBgn0029798	2	FBtr0070807_FBtr0332398	295
FBgn0029800	2	FBtr0070840_FBtr0339744	639
FBgn0029814	2	FBtr0070817_FBtr0332935	1250
FBgn0000042	5	FBtr0070822_FBtr0100663_FBtr0100662_FBtr0070823_FBtr0345894	NA
FBgn0029822	2	FBtr0070826_FBtr0070825	1290
FBgn0029824	2	FBtr0070858_FBtr0343051	188
FBgn0029825	2	FBtr0070859_FBtr0343052	628
FBgn0052756	2	FBtr0070860_FBtr0343295	502
FBgn0029833	2	FBtr0305344_FBtr0070867	447
FBgn0029835	3	FBtr0336972_FBtr0305343_FBtr0305342	NA
FBgn0264386	2	FBtr0089393,FBtr0112953,FBtr0304609,FBtr0304610_FBtr0334984	2093
FBgn0052751	2	FBtr0070880_FBtr0340669	131
FBgn0262730	3	FBtr0307165,FBtr0339697_FBtr0307164_FBtr0339696	NA
FBgn0028982	2	FBtr0340027_FBtr0070896	96
FBgn0086558	2	FBtr0070933_FBtr0345892	101
FBgn0026015	2	FBtr0070930_FBtr0340028	333
FBgn0029858	2	FBtr0070898_FBtr0305494	1024
FBgn0029868	3	FBtr0340026_FBtr0070924_FBtr0347282	NA
FBgn0259242	3	FBtr0331297_FBtr0299863_FBtr0332386	NA
FBgn0014026	2	FBtr0345293,FBtr0343328,FBtr0070916,FBtr0070915_FBtr0343329	119
FBgn0085446	3	FBtr0112703_FBtr0112707,FBtr0303206,FBtr0345068_FBtr0112704,FBtr0112706,FBtr0301323,FBtr0301324,FBtr0303205,FBtr0308093,FBtr0336669,FBtr0336670,FBtr0336671,FBtr0336672,FBtr0336673,FBtr0336674,FBtr0336675,FBtr0336676,FBtr0336677,FBtr0345069,FBtr0345070	NA
FBgn0029878	2	FBtr0331599_FBtr0070945,FBtr0331600	324
FBgn0029881	2	FBtr0070948_FBtr0308653,FBtr0343375	917
FBgn0062413	2	FBtr0308592,FBtr0308593,FBtr0308594_FBtr0070951	630
FBgn0029891	2	FBtr0070956,FBtr0070957,FBtr0100413,FBtr0100414,FBtr0100415,FBtr0100419,FBtr0100420,FBtr0345295_FBtr0100416	284
FBgn0029893	2	FBtr0339492_FBtr0070988,FBtr0300772,FBtr0339491,FBtr0339493	2362
FBgn0029895	2	FBtr0332892,FBtr0332893,FBtr0332894_FBtr0070959	1957
FBgn0029896	2	FBtr0070986,FBtr0340267,FBtr0070985,FBtr0340266,FBtr0070984,FBtr0340265_FBtr0340268	471
FBgn0029899	2	FBtr0070962,FBtr0339464_FBtr0070961	215
FBgn0259228	2	FBtr0300526,FBtr0334968,FBtr0299792,FBtr0299795,FBtr0299793,FBtr0299794,FBtr0334969,FBtr0334967_FBtr0299791,FBtr0340087	626
FBgn0029903	2	FBtr0112956_FBtr0070964,FBtr0070965,FBtr0070966,FBtr0070967,FBtr0070968,FBtr0308228	310
FBgn0263968	2	FBtr0070972_FBtr0343321	582
FBgn0029911	2	FBtr0071042_FBtr0343323	1258
FBgn0263993	6	FBtr0330262_FBtr0330261,FBtr0345896,FBtr0345897_FBtr0330264_FBtr0330263_FBtr0330265_FBtr0330266,FBtr0330267,FBtr0330268,FBtr0345898	NA
FBgn0029922	2	FBtr0304108_FBtr0345906	1885
FBgn0004646	2	FBtr0309875,FBtr0071037,FBtr0071036,FBtr0309874,FBtr0334881_FBtr0309873	414
FBgn0027108	2	FBtr0071005_FBtr0071006,FBtr0332314	656
FBgn0000330	2	FBtr0071033_FBtr0332315	305
FBgn0029930	2	FBtr0300760_FBtr0343324	777
FBgn0264270	6	FBtr0331261,FBtr0331265,FBtr0331253,FBtr0331254,FBtr0331255,FBtr0331260,FBtr0331268,FBtr0336728,FBtr0336729,FBtr0346796_FBtr0331257,FBtr0331259,FBtr0331263,FBtr0331250,FBtr0331249,FBtr0331262,FBtr0336727_FBtr0331247_FBtr0331266,FBtr0331264,FBtr0331271,FBtr0331256_FBtr0331251,FBtr0331270_FBtr0331258	NA
FBgn0029939	2	FBtr0301241,FBtr0339815_FBtr0301240,FBtr0309030	394
FBgn0025549	2	FBtr0071066_FBtr0346619	313
FBgn0259098	2	FBtr0343327_FBtr0299508	191
FBgn0261616	2	FBtr0302955_FBtr0345909	349
FBgn0029950	2	FBtr0071057_FBtr0345910	503
FBgn0052726	2	FBtr0343326_FBtr0071059	141
FBgn0004198	2	FBtr0071068,FBtr0114613,FBtr0305134_FBtr0331733	600
FBgn0029504	3	FBtr0071079_FBtr0333203,FBtr0112946_FBtr0310287	NA
FBgn0029959	2	FBtr0071072_FBtr0307272	277
FBgn0016041	2	FBtr0071073,FBtr0071074_FBtr0333748	406
FBgn0029962	2	FBtr0300019_FBtr0343348	1994
FBgn0000427	2	FBtr0071145,FBtr0071146,FBtr0071147,FBtr0309795,FBtr0309796_FBtr0310269	38
FBgn0029974	2	FBtr0071134_FBtr0307270	1943
FBgn0029976	2	FBtr0071092_FBtr0340148	1004
FBgn0029979	2	FBtr0344137_FBtr0071132	1981
FBgn0003447	2	FBtr0301677,FBtr0301679_FBtr0071101,FBtr0071102	516
FBgn0004656	4	FBtr0301309_FBtr0071122,FBtr0333308,FBtr0333309,FBtr0071121,FBtr0071118,FBtr0071120_FBtr0071119_FBtr0333307	NA
FBgn0029996	2	FBtr0071113,FBtr0071114_FBtr0071112	465
FBgn0029997	3	FBtr0071109_FBtr0071111_FBtr0071110,FBtr0340140	NA
FBgn0040319	2	FBtr0071108,FBtr0340139,FBtr0071107_FBtr0340138	401
FBgn0025800	2	FBtr0071192_FBtr0340159	1350
